from,to,source_essential,target_essential,edge_type
SPD_1252,SPD_0159,n,n,N-N
SPD_0681,SPD_0159,n,n,N-N
SPD_0462,SPD_0159,n,n,N-N
SPD_1943,SPD_0159,n,n,N-N
SPD_0703,SPD_0159,n,n,N-N
SPD_0179,SPD_0159,n,n,N-N
SPD_1241,SPD_0159,n,n,N-N
SPD_1869,SPD_0159,n,n,N-N
SPD_1951,SPD_1948,n,n,N-N
SPD_1947,SPD_1948,n,n,N-N
SPD_1946,SPD_1948,n,n,N-N
SPD_1949,SPD_1948,n,n,N-N
hisS,SPD_1948,n,n,N-N
SPD_1943,SPD_1948,n,n,N-N
SPD_1944,SPD_1948,n,n,N-N
SPD_1945,SPD_1948,n,n,N-N
SPD_1452,SPD_0475,n,n,N-N
SPD_0474,SPD_0475,n,n,N-N
blpY,SPD_0475,n,n,N-N
blpH,SPD_0475,n,n,N-N
blpS,SPD_0475,n,n,N-N
SPD_0466,SPD_0475,n,n,N-N
SPD_0096,SPD_0095,n,n,N-N
spr1818,spr1681,n,n,N-N
spr1600,spr1681,n,n,N-N
spr0311,spr1681,n,n,N-N
spr0311,spr0087,n,n,N-N
spr0086,spr0085,n,n,N-N
spr1681,spr0085,n,n,N-N
spr0087,spr0085,n,n,N-N
spr0084,spr0085,n,n,N-N
SPD_1802,SPD_1646,n,n,N-N
SPD_1803,SPD_1646,n,n,N-N
pepA,SPD_1646,n,n,N-N
SPD_1252,SPD_1646,n,n,N-N
SPD_1943,SPD_1646,n,n,N-N
SPD_1241,SPD_1646,n,n,N-N
SPD_1672,SPD_1646,n,n,N-N
SPD_1869,SPD_1646,n,n,N-N
SPD_0159,SPD_1646,n,n,N-N
SPD_0893,SPD_1646,n,n,N-N
SPD_0414,SPD_0093,n,n,N-N
SPD_1945,SPD_0093,n,n,N-N
SPD_0159,SPD_0093,n,n,N-N
SPD_1948,SPD_0093,n,n,N-N
SPD_0475,SPD_0093,n,n,N-N
SPD_0893,SPD_0093,n,n,N-N
SPD_0095,SPD_0093,n,n,N-N
SPD_1744,SPD_0094,n,n,N-N
cbpE,SPD_0094,n,n,N-N
SPD_0179,SPD_0094,n,n,N-N
SPD_1241,SPD_0094,n,n,N-N
SPD_1944,SPD_0094,n,n,N-N
SPD_1672,SPD_0094,n,n,N-N
SPD_1869,SPD_0094,n,n,N-N
SPD_0096,SPD_0094,n,n,N-N
SPD_0159,SPD_0094,n,n,N-N
SPD_0893,SPD_0094,n,n,N-N
SPD_0095,SPD_0094,n,n,N-N
SPD_1646,SPD_0094,n,n,N-N
SPD_0093,SPD_0094,n,n,N-N
SPD_1646,SPD_0092,n,n,N-N
SPD_0093,SPD_0092,n,n,N-N
SPD_0094,SPD_0092,n,n,N-N
rimP,SPD_0480,n,y,N-E
nusA,SPD_0480,y,y,E-E
SPD_1010,SPD_0480,n,y,N-E
SPD_1303,SPD_0480,n,y,N-E
SPD_0182,SPD_0480,n,y,N-E
sun,SPD_0480,n,y,N-E
SPD_0182,SPD_0180,n,y,N-E
SPD_0181,SPD_0180,n,y,N-E
SPD_0480,SPD_0180,y,y,E-E
SPD_2044,SPD_2050,n,n,N-N
ecfT,SPD_2050,n,n,N-N
cbiO1,SPD_2050,y,n,E-N
cbiO2,SPD_2050,n,n,N-N
mreC,SPD_2050,n,n,N-N
pgsA,SPD_2050,y,n,E-N
SPD_0480,SPD_2050,y,n,E-N
SPD_0180,SPD_2050,y,n,E-N
SPD_0968,SPD_0969,n,n,N-N
map,SPD_0969,y,n,E-N
murA-1,SPD_0969,y,n,E-N
SPD_0480,SPD_0969,y,n,E-N
SPD_0180,SPD_0969,y,n,E-N
SPD_2050,SPD_0969,n,n,N-N
SPD_0480,SPD_0091,y,n,E-N
SPD_0180,SPD_0091,y,n,E-N
SPD_2050,SPD_0091,n,n,N-N
SPD_0969,SPD_0091,n,n,N-N
spr0466,Endo-beta-N-acetylglucosaminidase,n,n,N-N
SPD_1376,Endo-beta-N-acetylglucosaminidase,n,n,N-N
SPD_1970,Alpha-1_2-mannosidase,y,n,E-N
SPD_1493,SPD_1584,n,n,N-N
SPD_1500,SPD_1584,n,n,N-N
malD,SPD_1584,n,n,N-N
SPD_1582,SPD_1584,y,n,E-N
rafG,SPD_1584,n,n,N-N
SPD_0225,SPD_1608,n,n,N-N
SPD_0227,SPD_1608,n,n,N-N
potH,SPD_1608,n,n,N-N
SPD_0226,SPD_1608,n,n,N-N
SPD_0223,SPD_1608,n,n,N-N
SPD_0224,SPD_1608,n,n,N-N
SPD_1610,SPD_1608,n,n,N-N
SPD_1609,SPD_1608,n,n,N-N
SPD_1607,SPD_1608,n,n,N-N
malA,malX,n,n,N-N
malD,malX,n,n,N-N
malC,malX,n,n,N-N
nplT,malX,n,n,N-N
malR,malX,n,n,N-N
malQ,malX,n,n,N-N
SPD_1608,malX,n,n,N-N
SPD_1494,SPD_1409,n,n,N-N
SPD_1501,SPD_1409,n,n,N-N
SPD_1493,SPD_1409,n,n,N-N
SPD_1500,SPD_1409,n,n,N-N
SPD_1583,SPD_1409,n,n,N-N
malD,SPD_1409,n,n,N-N
malC,SPD_1409,n,n,N-N
rafF,SPD_1409,n,n,N-N
rafG,SPD_1409,n,n,N-N
rafE,SPD_1409,n,n,N-N
SPD_1584,SPD_1409,n,n,N-N
malX,SPD_1409,n,n,N-N
SPD_0575,SPD_0157,n,n,N-N
SPD_0162,SPD_0163,n,n,N-N
SPD_1075,SPD_0163,n,n,N-N
SPD_1970,SPD_1972,y,n,E-N
Alpha-1_2-mannosidase,SPD_1972,n,n,N-N
spr0159,brnQ,n,n,N-N
SPD_0163,brnQ,n,n,N-N
SPD_1970,SPD_1971,y,n,E-N
Endo-beta-N-acetylglucosaminidase,SPD_1971,n,n,N-N
Alpha-1_2-mannosidase,SPD_1971,n,n,N-N
SPD_0157,SPD_1971,n,n,N-N
SPD_1972,SPD_1971,n,n,N-N
Endo-beta-N-acetylglucosaminidase,SPD_0090,n,n,N-N
Alpha-1_2-mannosidase,SPD_0090,n,n,N-N
SPD_1608,SPD_0090,n,n,N-N
malX,SPD_0090,n,n,N-N
SPD_1409,SPD_0090,n,n,N-N
SPD_0157,SPD_0090,n,n,N-N
SPD_1972,SPD_0090,n,n,N-N
SPD_1971,SPD_0090,n,n,N-N
SPD_1584,SPD_0089,n,n,N-N
SPD_1608,SPD_0089,n,n,N-N
malX,SPD_0089,n,n,N-N
SPD_1409,SPD_0089,n,n,N-N
SPD_0157,SPD_0089,n,n,N-N
SPD_1972,SPD_0089,n,n,N-N
SPD_1971,SPD_0089,n,n,N-N
SPD_0090,SPD_0089,n,n,N-N
SPD_1409,SPD_0088,n,y,N-E
SPD_0157,SPD_0088,n,y,N-E
SPD_1075,SPD_0088,n,y,N-E
SPD_0163,SPD_0088,n,y,N-E
SPD_1972,SPD_0088,n,y,N-E
brnQ,SPD_0088,n,y,N-E
SPD_1971,SPD_0088,n,y,N-E
SPD_0090,SPD_0088,n,y,N-E
SPD_0089,SPD_0088,n,y,N-E
rpmG-2,rplT,n,y,N-E
rpmG-1,rplT,n,y,N-E
lguL,rplT,n,y,N-E
rsfS,rplT,n,y,N-E
rnc,rplT,n,y,N-E
rpmH,rplT,y,y,E-E
truA,rplT,n,y,N-E
smpB,rplT,n,y,N-E
mraW,rplT,y,y,E-E
rpmG,rplT,y,y,E-E
thrS,rplT,y,y,E-E
rpmJ,rplT,n,y,N-E
rpmF,rplT,y,y,E-E
rplL,rplT,n,y,N-E
rplI,rplT,n,y,N-E
rpsS,rplT,y,y,E-E
rpsN,rplT,n,y,N-E
rpsF,rplT,y,y,E-E
rplD,rplT,y,y,E-E
rplN,rplT,y,y,E-E
rpsT,rplT,y,y,E-E
rplC,rplT,n,y,N-E
rpmE,rplT,n,y,N-E
prfB,rplT,n,y,N-E
rpsI,rplT,n,y,N-E
rpsP,rplT,y,y,E-E
rpmG-2,rpmA,n,y,N-E
SPD_0990,rpmA,n,y,N-E
rpmG-1,rpmA,n,y,N-E
rpsA,rpmA,n,y,N-E
rnc,rpmA,n,y,N-E
rpmH,rpmA,y,y,E-E
smpB,rpmA,n,y,N-E
rpmG,rpmA,y,y,E-E
thrS,rpmA,y,y,E-E
rpoD,rpmA,y,y,E-E
rpmJ,rpmA,n,y,N-E
atpC,rpmA,y,y,E-E
rpmF,rpmA,y,y,E-E
rpsU,rpmA,n,y,N-E
rplL,rpmA,n,y,N-E
rplI,rpmA,n,y,N-E
rpsN,rpmA,n,y,N-E
rpsF,rpmA,y,y,E-E
rplD,rpmA,y,y,E-E
rplN,rpmA,y,y,E-E
rplQ,rpmA,y,y,E-E
rpsT,rpmA,y,y,E-E
rplU,rpmA,n,y,N-E
rpsB,rpmA,n,y,N-E
rpsR,rpmA,y,y,E-E
rpmD,rpmA,n,y,N-E
rpsL,rpmA,y,y,E-E
rplC,rpmA,n,y,N-E
rpmE,rpmA,n,y,N-E
prfB,rpmA,n,y,N-E
rnpA,rpmA,y,y,E-E
rplT,rpmA,y,y,E-E
SPD_1136,rpsJ,y,y,E-E
era,rpsJ,n,y,N-E
trmD,rpsJ,y,y,E-E
rpmH,rpsJ,y,y,E-E
rimM,rpsJ,y,y,E-E
tuf,rpsJ,y,y,E-E
nusG,rpsJ,n,y,N-E
tsf,rpsJ,y,y,E-E
infA,rpsJ,y,y,E-E
rpsS,rpsJ,y,y,E-E
rplN,rpsJ,y,y,E-E
rplQ,rpsJ,y,y,E-E
rpsT,rpsJ,y,y,E-E
rplJ,rpsJ,y,y,E-E
rpsB,rpsJ,n,y,N-E
rpsR,rpsJ,y,y,E-E
rpmD,rpsJ,n,y,N-E
rplP,rpsJ,y,y,E-E
rplW,rpsJ,n,y,N-E
rpsL,rpsJ,y,y,E-E
rplC,rpsJ,n,y,N-E
rpmE,rpsJ,n,y,N-E
rpsI,rpsJ,n,y,N-E
rpsP,rpsJ,y,y,E-E
rplT,rpsJ,y,y,E-E
rpmA,rpsJ,y,y,E-E
rpmH,rpmB,y,y,E-E
tig,rpmB,n,y,N-E
trxB,rpmB,y,y,E-E
rpmG,rpmB,y,y,E-E
rpsU,rpmB,n,y,N-E
rpsS,rpmB,y,y,E-E
rplN,rpmB,y,y,E-E
rplQ,rpmB,y,y,E-E
rpsT,rpmB,y,y,E-E
rpsB,rpmB,n,y,N-E
rpsR,rpmB,y,y,E-E
rpmD,rpmB,n,y,N-E
rplP,rpmB,y,y,E-E
rplW,rpmB,n,y,N-E
rpsL,rpmB,y,y,E-E
rplC,rpmB,n,y,N-E
rpmE,rpmB,n,y,N-E
rpsI,rpmB,n,y,N-E
rpsP,rpmB,y,y,E-E
rplT,rpmB,y,y,E-E
rpmA,rpmB,y,y,E-E
rpsJ,rpmB,y,y,E-E
rpmH,rpmI,y,n,E-N
rpsU,rpmI,n,n,N-N
rpsS,rpmI,y,n,E-N
rplN,rpmI,y,n,E-N
rplQ,rpmI,y,n,E-N
rpsT,rpmI,y,n,E-N
rpsB,rpmI,n,n,N-N
rpsR,rpmI,y,n,E-N
rpmD,rpmI,n,n,N-N
rplP,rpmI,y,n,E-N
rplW,rpmI,n,n,N-N
rpsL,rpmI,y,n,E-N
rplC,rpmI,n,n,N-N
rpmE,rpmI,n,n,N-N
rpsI,rpmI,n,n,N-N
rpsP,rpmI,y,n,E-N
rplT,rpmI,y,n,E-N
rpmB,rpmI,y,n,E-N
Helicase,yfiA,y,n,E-N
SPD_2036,yfiA,n,n,N-N
SPD_1233,yfiA,n,n,N-N
SPD_1234,yfiA,n,n,N-N
SPD_0464,yfiA,n,n,N-N
SPD_0465,yfiA,n,n,N-N
SPD_1332,yfiA,n,n,N-N
rpsS,yfiA,y,n,E-N
rpsF,yfiA,y,n,E-N
rplD,yfiA,y,n,E-N
rplN,yfiA,y,n,E-N
rplQ,yfiA,y,n,E-N
rpsT,yfiA,y,n,E-N
rplU,yfiA,n,n,N-N
rpsB,yfiA,n,n,N-N
rpsR,yfiA,y,n,E-N
rplW,yfiA,n,n,N-N
rpsI,yfiA,n,n,N-N
rpsP,yfiA,y,n,E-N
rplT,yfiA,y,n,E-N
rpmA,yfiA,y,n,E-N
rpsJ,yfiA,y,n,E-N
rpmB,yfiA,y,n,E-N
rpmI,yfiA,n,n,N-N
rpmG-2,rplM,n,y,N-E
SPD_1136,rplM,y,y,E-E
rpmG-1,rplM,n,y,N-E
rnr,rplM,n,y,N-E
trmD,rplM,y,y,E-E
rpsA,rplM,n,y,N-E
rnc,rplM,n,y,N-E
rpmH,rplM,y,y,E-E
efp,rplM,y,y,E-E
smpB,rplM,n,y,N-E
yidC,rplM,n,y,N-E
SPD_1850,rplM,y,y,E-E
rpmG,rplM,y,y,E-E
tsf,rplM,y,y,E-E
thrS,rplM,y,y,E-E
rpmF,rplM,y,y,E-E
rpsU,rplM,n,y,N-E
rplL,rplM,n,y,N-E
rplI,rplM,n,y,N-E
rpsS,rplM,y,y,E-E
rpsN,rplM,n,y,N-E
rplN,rplM,y,y,E-E
rplQ,rplM,y,y,E-E
rpsT,rplM,y,y,E-E
rplJ,rplM,y,y,E-E
rplU,rplM,n,y,N-E
rpsB,rplM,n,y,N-E
rpsR,rplM,y,y,E-E
rpmD,rplM,n,y,N-E
rplP,rplM,y,y,E-E
rplW,rplM,n,y,N-E
rpsL,rplM,y,y,E-E
rplC,rplM,n,y,N-E
rpmE,rplM,n,y,N-E
prfB,rplM,n,y,N-E
rpsI,rplM,n,y,N-E
rpsP,rplM,y,y,E-E
rplT,rplM,y,y,E-E
rpmA,rplM,y,y,E-E
rpmI,rplM,n,y,N-E
rpmG-2,rplS,n,n,N-N
rpmG-1,rplS,n,n,N-N
trmD,rplS,y,n,E-N
rnc,rplS,n,n,N-N
SPD_1151,rplS,n,n,N-N
rimM,rplS,y,n,E-N
smpB,rplS,n,n,N-N
yidC,rplS,n,n,N-N
SPD_1850,rplS,y,n,E-N
rpmG,rplS,y,n,E-N
thrS,rplS,y,n,E-N
rpoD,rplS,y,n,E-N
rpmF,rplS,y,n,E-N
rpsU,rplS,n,n,N-N
rplL,rplS,n,n,N-N
rplI,rplS,n,n,N-N
rpsS,rplS,y,n,E-N
rpsN,rplS,n,n,N-N
rplN,rplS,y,n,E-N
rplQ,rplS,y,n,E-N
rpsB,rplS,n,n,N-N
rpsR,rplS,y,n,E-N
rpmD,rplS,n,n,N-N
rplP,rplS,y,n,E-N
rplW,rplS,n,n,N-N
rpsL,rplS,y,n,E-N
rplC,rplS,n,n,N-N
rpmE,rplS,n,n,N-N
prfB,rplS,n,n,N-N
rpsI,rplS,n,n,N-N
rpsP,rplS,y,n,E-N
rplT,rplS,y,n,E-N
rpmI,rplS,n,n,N-N
rrmA,rpsO,n,n,N-N
spr1856,rpsO,y,n,E-N
SPD_1553,rpsO,n,n,N-N
SPD_1408,rpsO,n,n,N-N
tehB,rpsO,n,n,N-N
era,rpsO,n,n,N-N
SPD_1312,rpsO,n,n,N-N
rpsA,rpsO,n,n,N-N
cshB,rpsO,y,n,E-N
rpmH,rpsO,y,n,E-N
cshA,rpsO,n,n,N-N
pnp,rpsO,n,n,N-N
efp,rpsO,y,n,E-N
smpB,rpsO,n,n,N-N
infA,rpsO,y,n,E-N
rpsU,rpsO,n,n,N-N
rpsS,rpsO,y,n,E-N
rpsN,rpsO,n,n,N-N
rpsF,rpsO,y,n,E-N
rplD,rpsO,y,n,E-N
rplN,rpsO,y,n,E-N
rplQ,rpsO,y,n,E-N
rplJ,rpsO,y,n,E-N
rpsB,rpsO,n,n,N-N
rpsR,rpsO,y,n,E-N
rpmD,rpsO,n,n,N-N
rplC,rpsO,n,n,N-N
rpmE,rpsO,n,n,N-N
rpsI,rpsO,n,n,N-N
rpsP,rpsO,y,n,E-N
rplT,rpsO,y,n,E-N
rpmA,rpsO,y,n,E-N
rpsJ,rpsO,y,n,E-N
rpmB,rpsO,y,n,E-N
rpmI,rpsO,n,n,N-N
yfiA,rpsO,n,n,N-N
SPD_1312,SPD_0481,n,n,N-N
SPD_0672,SPD_0481,n,n,N-N
rpsA,SPD_0481,n,n,N-N
cshB,SPD_0481,y,n,E-N
cshA,SPD_0481,n,n,N-N
rimP,SPD_0481,n,n,N-N
SPD_1367,SPD_0481,n,n,N-N
recD2,SPD_0481,n,n,N-N
nusA,SPD_0481,y,n,E-N
rpoZ,SPD_0481,y,n,E-N
infA,SPD_0481,y,n,E-N
rpsS,SPD_0481,y,n,E-N
rpsN,SPD_0481,n,n,N-N
rplD,SPD_0481,y,n,E-N
rpmC,SPD_0481,n,n,N-N
rplN,SPD_0481,y,n,E-N
rplJ,SPD_0481,y,n,E-N
rpsB,SPD_0481,n,n,N-N
rpmD,SPD_0481,n,n,N-N
rpsL,SPD_0481,y,n,E-N
ksgA,SPD_0481,n,n,N-N
SPD_0480,SPD_0481,y,n,E-N
rpsJ,SPD_0481,y,n,E-N
rpsO,SPD_0481,n,n,N-N
ciaH,ciaR,n,n,N-N
pepN,ciaR,n,n,N-N
SPD_1801,SPD_1798,n,n,N-N
SPD_1800,SPD_1798,n,n,N-N
SPD_1802,SPD_1798,n,n,N-N
SPD_1803,SPD_1798,n,n,N-N
SPD_1799,SPD_1798,n,n,N-N
SPD_0351,SPD_1798,n,n,N-N
SPD_2019,SPD_1798,n,n,N-N
pstS,SPD_1908,n,n,N-N
SPD_2018,SPD_2020,n,n,N-N
vex3,SPD_2020,n,n,N-N
SPD_2019,SPD_2020,n,n,N-N
vicX,SPD_1085,n,y,N-E
SPD_1082,SPD_1085,n,y,N-E
SPD_1081,SPD_1085,n,y,N-E
msrAB2,SPD_0574,n,n,N-N
msmR,SPD_0574,n,n,N-N
SPD_0575,SPD_0574,n,n,N-N
SPD_0157,SPD_0574,n,n,N-N
ciaH,vncS,n,n,N-N
pep27,vncS,n,n,N-N
fba,vncS,y,n,E-N
vex2,vncS,n,n,N-N
vex1,vncS,n,n,N-N
vex3,vncS,n,n,N-N
vncR,vncS,n,n,N-N
SPD_2020,vncS,n,n,N-N
SPD_0805,SPD_1445,y,n,E-N
SPD_0804,SPD_1445,n,n,N-N
SPD_1447,SPD_1445,n,n,N-N
SPD_1446,SPD_1445,n,n,N-N
SPD_1614,pnpS,n,n,N-N
phoU,pnpS,n,n,N-N
pstS,pnpS,n,n,N-N
pstB,pnpS,n,n,N-N
SPD_1229,pnpS,n,n,N-N
SPD_1228,pnpS,n,n,N-N
SPD_1227,pnpS,n,n,N-N
vncR,pnpS,n,n,N-N
SPD_1908,pnpS,n,n,N-N
SPD_1085,pnpS,y,n,E-N
vicX,SPD_1084,n,n,N-N
SPD_1082,SPD_1084,n,n,N-N
SPD_1081,SPD_1084,n,n,N-N
ciaR,SPD_1084,n,n,N-N
SPD_1908,SPD_1084,n,n,N-N
SPD_1085,SPD_1084,y,n,E-N
SPD_1445,SPD_0081,n,n,N-N
pnpS,SPD_0081,n,n,N-N
SPD_1084,SPD_0081,n,n,N-N
SPD_0801,SPD_0603,n,n,N-N
SPD_0946,SPD_0603,n,n,N-N
SPD_1827,SPD_0603,n,n,N-N
SPD_1732,SPD_0603,n,n,N-N
SPD_0450,SPD_0603,n,n,N-N
SPD_0140,SPD_0603,n,n,N-N
SPD_1177,SPD_0603,n,n,N-N
SPD_0142,SPD_0603,n,n,N-N
wrbA,SPD_0603,n,n,N-N
slgP2,SPD_0603,n,n,N-N
slgM,SPD_0603,n,n,N-N
ciaR,SPD_0082,n,n,N-N
SPD_1798,SPD_0082,n,n,N-N
SPD_1908,SPD_0082,n,n,N-N
SPD_2020,SPD_0082,n,n,N-N
SPD_1085,SPD_0082,y,n,E-N
SPD_0574,SPD_0082,n,n,N-N
vncS,SPD_0082,n,n,N-N
SPD_0081,SPD_0082,n,n,N-N
SPD_0603,SPD_0080,n,n,N-N
SPD_0082,SPD_0080,n,n,N-N
rpmG-2,rplB,n,y,N-E
rpmG-1,rplB,n,y,N-E
rnr,rplB,n,y,N-E
trmD,rplB,y,y,E-E
rnc,rplB,n,y,N-E
rimM,rplB,y,y,E-E
pgk,rplB,y,y,E-E
tuf,rplB,y,y,E-E
smpB,rplB,n,y,N-E
rpmG,rplB,y,y,E-E
tsf,rplB,y,y,E-E
thrS,rplB,y,y,E-E
rpmF,rplB,y,y,E-E
rplL,rplB,n,y,N-E
rplI,rplB,n,y,N-E
rpsS,rplB,y,y,E-E
rpsN,rplB,n,y,N-E
rpsF,rplB,y,y,E-E
rplD,rplB,y,y,E-E
rpmC,rplB,n,y,N-E
rplN,rplB,y,y,E-E
rplQ,rplB,y,y,E-E
rpsT,rplB,y,y,E-E
rplJ,rplB,y,y,E-E
rplU,rplB,n,y,N-E
rpmD,rplB,n,y,N-E
rplP,rplB,y,y,E-E
rplW,rplB,n,y,N-E
pyrG,rplB,n,y,N-E
prfB,rplB,n,y,N-E
rpsI,rplB,n,y,N-E
rpsP,rplB,y,y,E-E
rplT,rplB,y,y,E-E
rpmA,rplB,y,y,E-E
rpsJ,rplB,y,y,E-E
rpmB,rplB,y,y,E-E
rpmI,rplB,n,y,N-E
rplS,rplB,n,y,N-E
rpsO,rplB,n,y,N-E
SPD_0481,rplB,n,y,N-E
rpmG-2,rplV,n,n,N-N
rpmG-1,rplV,n,n,N-N
rnr,rplV,n,n,N-N
rnc,rplV,n,n,N-N
yidC,rplV,n,n,N-N
rpmG,rplV,y,n,E-N
tsf,rplV,y,n,E-N
thrS,rplV,y,n,E-N
aspS,rplV,n,n,N-N
rpmJ,rplV,n,n,N-N
atpF,rplV,y,n,E-N
rpmF,rplV,y,n,E-N
rplL,rplV,n,n,N-N
rplI,rplV,n,n,N-N
rpsS,rplV,y,n,E-N
rpsN,rplV,n,n,N-N
rpsF,rplV,y,n,E-N
rplD,rplV,y,n,E-N
rpmC,rplV,n,n,N-N
rplN,rplV,y,n,E-N
rplQ,rplV,y,n,E-N
rpsT,rplV,y,n,E-N
rplJ,rplV,y,n,E-N
rpsB,rplV,n,n,N-N
rpsR,rplV,y,n,E-N
rplP,rplV,y,n,E-N
prfB,rplV,n,n,N-N
rpsI,rplV,n,n,N-N
rpsP,rplV,y,n,E-N
rplT,rplV,y,n,E-N
rpmA,rplV,y,n,E-N
rpsJ,rplV,y,n,E-N
rpmB,rplV,y,n,E-N
rpmI,rplV,n,n,N-N
yfiA,rplV,n,n,N-N
rplM,rplV,y,n,E-N
rplS,rplV,n,n,N-N
rpsO,rplV,n,n,N-N
SPD_0481,rplV,n,n,N-N
rpmG-2,rplX,n,n,N-N
rpmG-1,rplX,n,n,N-N
SPD_0731,rplX,n,n,N-N
rnr,rplX,n,n,N-N
rnc,rplX,n,n,N-N
rpmH,rplX,y,n,E-N
groES,rplX,n,n,N-N
tig,rplX,n,n,N-N
rpmG,rplX,y,n,E-N
thrS,rplX,y,n,E-N
rpmJ,rplX,n,n,N-N
rpmF,rplX,y,n,E-N
rpsU,rplX,n,n,N-N
rplL,rplX,n,n,N-N
rplI,rplX,n,n,N-N
rpsF,rplX,y,n,E-N
rpmC,rplX,n,n,N-N
rpsB,rplX,n,n,N-N
rpsR,rplX,y,n,E-N
rpmD,rplX,n,n,N-N
rplP,rplX,y,n,E-N
rplW,rplX,n,n,N-N
rpsL,rplX,y,n,E-N
rplC,rplX,n,n,N-N
rpmE,rplX,n,n,N-N
prfB,rplX,n,n,N-N
rpsI,rplX,n,n,N-N
rpsP,rplX,y,n,E-N
rpmA,rplX,y,n,E-N
rpsJ,rplX,y,n,E-N
rpmB,rplX,y,n,E-N
rpmI,rplX,n,n,N-N
rplM,rplX,y,n,E-N
rplS,rplX,n,n,N-N
rpsO,rplX,n,n,N-N
rplB,rplX,y,n,E-N
SPD_1143,ftsY,y,n,E-N
SPD_1102,ftsY,n,n,N-N
SPD_1103,ftsY,n,n,N-N
smc,ftsY,y,n,E-N
rnc,ftsY,n,n,N-N
rny,ftsY,n,n,N-N
yajC-2,ftsY,n,n,N-N
ffh,ftsY,y,n,E-N
yidC,ftsY,n,n,N-N
SPD_1850,ftsY,y,n,E-N
cysS,ftsY,n,n,N-N
yajC-1,ftsY,n,n,N-N
tsaD,ftsY,y,n,E-N
rrmA,rpsC,n,y,N-E
spr1856,rpsC,y,y,E-E
SPD_1553,rpsC,n,y,N-E
SPD_1408,rpsC,n,y,N-E
SPD_1495,rpsC,n,y,N-E
tehB,rpsC,n,y,N-E
trmD,rpsC,y,y,E-E
cshB,rpsC,y,y,E-E
efp,rpsC,y,y,E-E
tuf,rpsC,y,y,E-E
smpB,rpsC,n,y,N-E
nusG,rpsC,n,y,N-E
tsf,rpsC,y,y,E-E
atpF,rpsC,y,y,E-E
atpG,rpsC,y,y,E-E
infA,rpsC,y,y,E-E
rpsN,rpsC,n,y,N-E
rplD,rpsC,y,y,E-E
rpmC,rpsC,n,y,N-E
rpsT,rpsC,y,y,E-E
rplJ,rpsC,y,y,E-E
rplU,rpsC,n,y,N-E
rpsB,rpsC,n,y,N-E
rpsR,rpsC,y,y,E-E
rpmD,rpsC,n,y,N-E
rplP,rpsC,y,y,E-E
rplW,rpsC,n,y,N-E
rpsL,rpsC,y,y,E-E
rplC,rpsC,n,y,N-E
rpmE,rpsC,n,y,N-E
rpsI,rpsC,n,y,N-E
pheS,rpsC,n,y,N-E
rpsP,rpsC,y,y,E-E
yfiA,rpsC,n,y,N-E
rplM,rpsC,y,y,E-E
SPD_0481,rpsC,n,y,N-E
rplB,rpsC,y,y,E-E
rplX,rpsC,n,y,N-E
SPD_0731,rpsH,n,y,N-E
trmD,rpsH,y,y,E-E
SPD_1312,rpsH,n,y,N-E
rpsA,rpsH,n,y,N-E
cshB,rpsH,y,y,E-E
cshA,rpsH,n,y,N-E
rimM,rpsH,y,y,E-E
nusG,rpsH,n,y,N-E
ffh,rpsH,y,y,E-E
atpF,rpsH,y,y,E-E
infA,rpsH,y,y,E-E
rpsU,rpsH,n,y,N-E
rpsN,rpsH,n,y,N-E
rplD,rpsH,y,y,E-E
rpmC,rpsH,n,y,N-E
rpsT,rpsH,y,y,E-E
rplJ,rpsH,y,y,E-E
rplU,rpsH,n,y,N-E
rpsR,rpsH,y,y,E-E
rpsL,rpsH,y,y,E-E
rplC,rpsH,n,y,N-E
rpmE,rpsH,n,y,N-E
tsaD,rpsH,y,y,E-E
rpmA,rpsH,y,y,E-E
rpsJ,rpsH,y,y,E-E
rpmB,rpsH,y,y,E-E
rpmI,rpsH,n,y,N-E
yfiA,rpsH,n,y,N-E
rplM,rpsH,y,y,E-E
rplS,rpsH,n,y,N-E
rpsO,rpsH,n,y,N-E
SPD_0481,rpsH,n,y,N-E
rplB,rpsH,y,y,E-E
rplV,rpsH,n,y,N-E
rpsC,rpsH,y,y,E-E
rnr,rplE,n,y,N-E
rpsA,rplE,n,y,N-E
efp,rplE,y,y,E-E
tuf,rplE,y,y,E-E
nusG,rplE,n,y,N-E
ffh,rplE,y,y,E-E
rpsU,rplE,n,y,N-E
rplL,rplE,n,y,N-E
rpsN,rplE,n,y,N-E
rplD,rplE,y,y,E-E
rpsT,rplE,y,y,E-E
rplJ,rplE,y,y,E-E
rplU,rplE,n,y,N-E
rpsB,rplE,n,y,N-E
rpsR,rplE,y,y,E-E
rpmD,rplE,n,y,N-E
rplP,rplE,y,y,E-E
rplW,rplE,n,y,N-E
rpsL,rplE,y,y,E-E
rplC,rplE,n,y,N-E
rpmE,rplE,n,y,N-E
rpsI,rplE,n,y,N-E
rpsP,rplE,y,y,E-E
yfiA,rplE,n,y,N-E
rplM,rplE,y,y,E-E
rpsO,rplE,n,y,N-E
SPD_0481,rplE,n,y,N-E
rplB,rplE,y,y,E-E
rplX,rplE,n,y,N-E
spr1856,rpsD,y,n,E-N
trmD,rpsD,y,n,E-N
SPD_1312,rpsD,n,n,N-N
rpsA,rpsD,n,n,N-N
